,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chr
AC000032.1,0.017107666,-0.14469624292186659,4.008421019862498,-0.03609806509966614,0.9712041651507712,,
AC000058.1,0.06269397,-0.27099900195725624,3.913213436531397,-0.0692522926113289,0.9447887994972467,,
AC000065.1,1.4792643,-0.3107703511954285,0.717990186067185,-0.4328337033374835,0.6651355863976931,,
AC000068.1,0.104181215,-0.7383142998695976,3.1550129725136187,-0.23401307896410262,0.8149748250028439,,
AC000068.2,0.0,,,,,,
AC000072.1,0.02514538,-0.6044977218356543,3.93946713605692,-0.1534465705533735,0.8780461217221956,,
AC000082.1,0.0,,,,,,
AC000085.1,0.22856219,-0.08213209742293882,2.1592243306082377,-0.03803777877947625,0.969657560701745,,
AC000099.1,0.0,,,,,,
AC000113.1,0.0,,,,,,
AC000372.1,0.11689536,0.4574907699356286,3.2615597057385304,0.14026748280299742,0.888448655253793,,
AC002057.2,0.094098516,-1.6146618171693718,3.8486295791807232,-0.4195420172167083,0.6748200538952884,,
AC002064.1,0.13241269,-1.311348532509275,3.0174539597792025,-0.434587751789668,0.663861687032185,,
AC002064.2,0.01589734,-0.09387359889913253,4.007659642763034,-0.02342354572665569,0.9813124233831325,,
AC002066.1,2.3355246,0.6416969005187119,0.7874098737699557,0.8149464743773147,0.41510294922737156,0.7955207988911642,
AC002069.2,0.49870595,1.416482377173033,1.6226305520182431,0.8729543366548836,0.3826879675675262,,
AC002070.1,1.0642338,-0.1151777577004622,1.0589457659026873,-0.10876643677996117,0.9133877454105214,,
AC002072.1,0.9237031,-0.17898006472381417,0.912545338215901,-0.19613279168543502,0.8445062306275122,,
AC002074.1,4.297201,1.0727289416744625,0.5105170535269014,2.1012597605966863,0.03561817000730699,0.2870359060278771,
AC002074.2,0.8065348,-1.7168070207995563,1.2434787795944782,-1.3806484267945764,0.1673870857547214,,
AC002091.1,0.028655032,-0.1485742706453334,4.008635975661061,-0.03706354768739811,0.9704343367775229,,
AC002094.2,0.093526095,-0.5629381163358781,3.9391665675751986,-0.1429079239678868,0.8863629003895749,,
AC002101.1,0.051792014,-0.5705738173620466,3.9391013484279918,-0.14484872738543525,0.8848303089906451,,
AC002116.2,1.0797977,-1.3740962773840928,0.776476707715706,-1.7696555012274693,0.07678454702565517,,
AC002310.1,0.15626289,-0.6610694919343957,2.3830810549530295,-0.27740117800878805,0.7814720771870213,,
AC002310.2,0.52080303,-0.579168720916646,0.967941175863153,-0.5983511553790212,0.5496056499296228,,
AC002331.1,0.0,,,,,,
AC002347.1,0.0,,,,,,
AC002347.2,0.023538826,0.09359141804581922,3.9873027387913504,0.02347236319311663,0.9812734833865542,,
